"Customer.Name","Sum.Order.Gap.Adj","Count.True","Order.Freq","Customer.Class","Sum.Sale","Sum.Profit","Profit.Margin","Profitability","Last.Order.Date","Days.Since.Last.Order","Average.Discount","Discount.Level","Segment"
"Jonathan Howell",1323,38,35,"A",16546.71,705.06,0.0426102832526829,"Profitable",2014-11-21,40,0.100246913580247,"Low","Consumer"
"Joni Blumstein",1193,25,48,"D",13337.38,1130.51,0.0847625245737919,"Profitable",2014-12-22,9,0.142576271186441,"High","Consumer"
"Joni Sundaresam",1432,27,53,"D",6802.11,11.97,0.00175974807816986,"Profitable",2014-12-26,5,0.257547169811321,"High","Home Office"
"Joni Wasserman",1291,32,40,"C",10948.63,657.11,0.060017554707758,"Profitable",2014-12-26,5,0.1895,"High","Consumer"
"Joseph Airdo",1289,30,43,"C",18162.7,842.33,0.0463769153264658,"Profitable",2014-12-31,0,0.174210526315789,"High","Consumer"
"Joseph Holt",1449,45,32,"A",20936.88,386.68,0.0184688454058102,"Profitable",2014-12-20,11,0.128964705882353,"Low","Consumer"
"Joy Bell-",1371,39,35,"A",24008.19,2867.92,0.119455902339993,"Profitable",2014-12-30,1,0.135857142857143,"Low","Consumer"
"Joy Daniels",1258,32,39,"C",11343.41,-604.41,-0.0532829193337806,"Unprofitable",2014-11-19,42,0.223731343283582,"High","Consumer"
"Joy Smith",1433,36,40,"A",20791.85,-103,-0.00495386413426415,"Unprofitable",2014-12-10,21,0.221742857142857,"High","Consumer"
"Julia Barnett",1422,33,43,"B",17086.93,249.05,0.0145754679161207,"Profitable",2014-12-31,0,0.177824561403509,"High","Home Office"
"Julia Dunbar",1343,27,50,"D",11224.48,564.9,0.050327498467635,"Profitable",2014-10-27,65,0.147958333333333,"High","Consumer"
"Julia West",1379,29,48,"C",20599.98,2950.02,0.143204993402906,"Profitable",2014-12-30,1,0.113770491803279,"Low","Consumer"
"Juliana Krohn",1284,38,34,"A",23134.25,1798.25,0.0777310697342685,"Profitable",2014-12-23,8,0.156771084337349,"High","Consumer"
"Julie Creighton",1349,33,41,"B",14994.04,-1889.11,-0.125990726982188,"Unprofitable",2014-11-04,57,0.18431746031746,"High","Corporate"
"Julie Kriz",1277,32,40,"C",15647.79,1894.2,0.121052238047673,"Profitable",2014-09-25,97,0.116646153846154,"Low","Home Office"
"Julie Prescott",1263,41,31,"A",14596.16,3479.04,0.238353101089602,"Profitable",2014-12-05,26,0.0567105263157895,"Low","Home Office"
"Justin Deggeller",1287,34,38,"B",23611.62,2625.32,0.111187627109025,"Profitable",2014-12-31,0,0.0593239436619718,"Low","Corporate"
"Justin Ellison",1149,28,41,"D",12908.43,2928.3,0.226851755015908,"Profitable",2014-12-11,20,0.134,"Low","Corporate"
"Justin Hirsh",1346,39,35,"A",23918.9,3994.66,0.167008516277922,"Profitable",2014-12-04,27,0.109382716049383,"Low","Consumer"
"Justin MacKendrick",1412,33,43,"B",9026.06,1519.8,0.1683791155831,"Profitable",2014-12-19,12,0.104566037735849,"Low","Consumer"
"Justin Ritter",1157,26,44,"D",13623.25,1306.76,0.0959213109940726,"Profitable",2014-12-13,18,0.119298245614035,"Low","Corporate"
"Kalyca Meade",1394,21,66,"D",8645.91,369.53,0.0427404402775416,"Profitable",2014-12-31,0,0.122558139534884,"Low","Corporate"
"Karen Bern",1367,33,41,"B",11846.02,2319.07,0.195767861273238,"Profitable",2014-12-27,4,0.0981818181818182,"Low","Corporate"
"Karen Carlisle",1278,33,39,"B",10416.32,1979.5,0.190038324475439,"Profitable",2014-11-17,44,0.231269841269841,"High","Corporate"
"Karen Daniels",1162,30,39,"C",24017.33,2890.69,0.120358507794164,"Profitable",2014-11-25,36,0.133125,"Low","Consumer"
"Karen Ferguson",1160,27,43,"D",18265.02,2385.19,0.130587866862451,"Profitable",2014-11-29,32,0.120483870967742,"Low","Home Office"
"Karen Seio",1356,24,56,"D",5324.97,1113.68,0.209142962307769,"Profitable",2014-11-26,35,0.0773023255813954,"Low","Corporate"
"Karl Braun",1303,39,33,"A",17500.48,1785.86,0.102046343871711,"Profitable",2014-12-29,2,0.180989247311828,"High","Consumer"
"Katharine Harms",1354,39,35,"A",18416.85,3611.03,0.196072075300608,"Profitable",2014-12-15,16,0.113810810810811,"Low","Corporate"
"Katherine Ducich",1351,21,64,"D",11693.5,2428.83,0.207707700859452,"Profitable",2014-11-20,41,0.0466666666666667,"Low","Consumer"
"Katherine Hughes",1400,35,40,"B",12204.87,1842.39,0.150955315378206,"Profitable",2014-12-30,1,0.108266666666667,"Low","Consumer"
"Katherine Murray",1320,33,40,"B",18519.16,1451.08,0.0783556057618164,"Profitable",2014-12-29,2,0.147555555555556,"High","Home Office"
"Katherine Nockton",1143,32,36,"C",19668.87,4145.19,0.210748761876,"Profitable",2014-12-12,19,0.142237288135593,"High","Corporate"
"Katrina Bavinger",1397,29,48,"C",14024.64,618.24,0.0440824149496886,"Profitable",2014-12-12,19,0.245294117647059,"High","Home Office"
"Katrina Edelman",1342,34,39,"B",13551.14,1286.55,0.0949403518818343,"Profitable",2014-12-05,26,0.196626865671642,"High","Corporate"
"Katrina Willman",1387,27,51,"D",15747.26,3107.01,0.197304800962199,"Profitable",2014-12-05,26,0.159655172413793,"High","Consumer"
"Kean Nguyen",1421,33,43,"B",18061.98,2257.22,0.12497079500697,"Profitable",2014-11-24,37,0.177121212121212,"High","Corporate"
"Kean Takahito",1336,37,36,"A",17257.16,987.59,0.0572278405021452,"Profitable",2014-11-18,43,0.19890243902439,"High","Consumer"
"Kean Thornton",1365,27,51,"D",8360.39,-617.92,-0.0739104276235917,"Unprofitable",2014-12-04,27,0.209111111111111,"High","Consumer"
"Keith Dawkins",1250,37,34,"A",26451.26,5486.17,0.207406754914511,"Profitable",2014-11-15,46,0.086025641025641,"Low","Corporate"
"Keith Herrera",1266,32,40,"C",16884.74,2196.83,0.130107422441802,"Profitable",2014-12-16,15,0.0708860759493671,"Low","Consumer"
"Kelly Andreada",1375,40,34,"A",18879.78,1401.4,0.0742275598550407,"Profitable",2014-12-15,16,0.090953488372093,"Low","Consumer"
"Kelly Collister",1262,32,39,"C",19403.02,2358.1,0.121532627395117,"Profitable",2014-11-28,33,0.149345454545455,"High","Consumer"
"Kelly Lampkin",1317,33,40,"B",14248.45,738.75,0.0518477448424215,"Profitable",2014-12-16,15,0.216511627906977,"High","Corporate"
"Kelly Williams",1400,38,37,"A",11833.78,2371.15,0.20037130992802,"Profitable",2014-12-09,22,0.139605633802817,"High","Consumer"
"Ken Black",1274,29,44,"C",16602.53,1351.02,0.0813743447534803,"Profitable",2014-09-29,93,0.134090909090909,"Low","Corporate"
"Ken Brennan",1322,33,40,"B",11463.69,1046.25,0.0912664246852453,"Profitable",2014-12-30,1,0.134285714285714,"Low","Corporate"
"Ken Dana",1093,26,42,"D",12554.42,1750.73,0.13945128488612,"Profitable",2014-10-17,75,0.182214285714286,"High","Corporate"
"Ken Heidel",1420,32,44,"C",9016.57,1505.97,0.167022493032273,"Profitable",2014-12-23,8,0.169508771929825,"High","Corporate"
"Ken Lonsdale",1458,33,44,"B",24129.4,154.9,0.00641955456828599,"Profitable",2014-12-31,0,0.203536585365854,"High","Consumer"
"Khloe Miller",1440,32,45,"C",10973.81,847.9,0.0772657809821748,"Profitable",2014-12-16,15,0.167049180327869,"High","Consumer"
"Kimberly Carter",1209,26,46,"D",13923.12,2144.96,0.154057423910733,"Profitable",2014-12-29,2,0.0919245283018868,"Low","Corporate"
"Kristen Hastings",1379,45,31,"A",19854.47,2370.57,0.119397294412795,"Profitable",2014-12-29,2,0.150227272727273,"High","Corporate"
"Kristina Nunn",1302,24,54,"D",10715.64,1698.51,0.158507564643829,"Profitable",2014-09-24,98,0.132608695652174,"Low","Home Office"
"Kunst Miller",1344,25,54,"D",16969.67,2759.19,0.16259538341052,"Profitable",2014-12-03,28,0.139130434782609,"High","Consumer"
"Larry Blacks",1449,35,41,"B",14583.99,1664.49,0.114131317972654,"Profitable",2014-12-22,9,0.139111111111111,"High","Consumer"
"Larry Hughes",1245,26,48,"D",8690.74,641.2,0.0737796781401814,"Profitable",2014-12-19,12,0.21604,"High","Consumer"
"Larry Tron",1432,33,43,"B",18619.11,4213.65,0.226307809556955,"Profitable",2014-12-25,6,0.0571785714285714,"Low","Consumer"
"Laura Armstrong",1412,44,32,"A",27862.44,3962.31,0.142209727504124,"Profitable",2014-12-30,1,0.096046511627907,"Low","Corporate"
"Laurel Beltran",1377,39,35,"A",26385.99,4303.24,0.163088063021323,"Profitable",2014-11-22,39,0.187659090909091,"High","Home Office"
"Laurel Elliston",1338,30,45,"C",11478.77,2025.03,0.176415243096604,"Profitable",2014-12-17,14,0.117868852459016,"Low","Consumer"
"Laurel Workman",1356,31,44,"C",10872.61,1148.8,0.105660002520094,"Profitable",2014-12-09,22,0.0976507936507937,"Low","Corporate"
"Lauren Leatherbury",1316,35,38,"B",14936.94,894.94,0.0599145474240373,"Profitable",2014-12-05,26,0.0829393939393939,"Low","Consumer"
"Lela Donovan",1287,37,35,"A",16184.64,1486.74,0.091861172074263,"Profitable",2014-11-19,42,0.170901408450704,"High","Corporate"
"Lena Cacioppo",1381,29,48,"C",11080.34,1176.77,0.106203419750657,"Profitable",2014-12-08,23,0.171242424242424,"High","Consumer"
"Lena Creighton",1421,36,39,"A",18886.9,1172.51,0.0620805955450603,"Profitable",2014-12-15,16,0.155217391304348,"High","Consumer"
"Lena Hernandez",1307,32,41,"C",12939.17,997.39,0.0770829968228256,"Profitable",2014-12-10,21,0.1708,"High","Consumer"
"Lena Radford",1351,28,48,"D",22902.74,3371.72,0.147219066364985,"Profitable",2014-12-05,26,0.174646153846154,"High","Consumer"
"Linda Cazamias",1368,34,40,"B",16741.38,2273.42,0.13579645166647,"Profitable",2014-11-20,41,0.11644776119403,"Low","Corporate"
"Linda Southworth",1339,32,42,"C",13146.15,-67.85,-0.00516120689327294,"Unprofitable",2014-12-25,6,0.243873015873016,"High","Corporate"
"Lindsay Castell",1343,29,46,"C",14299.5,1420.71,0.0993538235602643,"Profitable",2014-12-29,2,0.228,"High","Home Office"
"Lindsay Shagiari",1273,26,49,"D",9363.1,1778.07,0.189901848746676,"Profitable",2014-12-11,20,0.168983050847458,"High","Home Office"
"Lindsay Williams",1444,29,50,"C",10981.62,1486.93,0.13540169847436,"Profitable",2014-12-17,14,0.161206896551724,"High","Corporate"
"Lisa DeCherney",1376,32,43,"C",11823.34,1165.44,0.0985711313385219,"Profitable",2014-11-18,43,0.170724137931034,"High","Consumer"
"Lisa Hazard",1273,21,61,"D",9163,1338.08,0.146030775946742,"Profitable",2014-11-20,41,0.151209302325581,"High","Consumer"
"Lisa Ryan",1329,35,38,"B",18796.95,2449.14,0.130294542465666,"Profitable",2014-11-16,45,0.109923076923077,"Low","Corporate"
"Liz Carlisle",1425,29,49,"C",20127.53,2847.61,0.141478363216947,"Profitable",2014-12-27,4,0.143,"High","Consumer"
"Liz MacKendrick",1402,22,64,"D",15529.85,1868.15,0.120294143214519,"Profitable",2014-12-24,7,0.072,"Low","Consumer"
"Liz Pelletier",1394,30,46,"C",9463.33,-265.58,-0.0280641169651698,"Unprofitable",2014-11-21,40,0.158333333333333,"High","Consumer"
"Liz Preis",1367,28,49,"D",16609.51,2122.7,0.127800278274314,"Profitable",2014-12-31,0,0.127943661971831,"Low","Consumer"
"Liz Thompson",1389,31,45,"C",21221.77,3146.43,0.148264258824782,"Profitable",2014-11-27,34,0.140702702702703,"High","Consumer"
"Liz Willingham",1331,25,53,"D",8046.61,1400.04,0.173991283285756,"Profitable",2014-11-28,33,0.125609756097561,"Low","Consumer"
"Logan Currie",1240,34,36,"B",16082.67,1925.29,0.119712087607344,"Profitable",2014-12-18,13,0.128225352112676,"Low","Consumer"
"Logan Haushalter",1326,35,38,"B",17292.24,1519.53,0.0878735201454525,"Profitable",2014-10-17,75,0.173333333333333,"High","Consumer"
"Lori Olson",1426,35,41,"B",13537.51,1788.72,0.132130650319003,"Profitable",2014-12-29,2,0.210608695652174,"High","Corporate"
"Luke Foster",1232,26,47,"D",13421.24,-3644.35,-0.271536013065857,"Unprofitable",2014-12-09,22,0.234426229508197,"High","Consumer"
"Luke Schmidt",1415,28,51,"D",15599.4,1653.97,0.10602779594087,"Profitable",2014-12-16,15,0.164,"High","Corporate"
"Luke Weiss",1415,29,49,"C",12051.51,849.38,0.070479134979766,"Profitable",2014-12-10,21,0.136264150943396,"Low","Consumer"
"Lycoris Saunders",1450,32,45,"C",11741.52,1377.4,0.117310194932172,"Profitable",2014-12-27,4,0.200050632911392,"High","Consumer"
"Lynn Smith",1336,29,46,"C",11712.14,1498.13,0.127912576181637,"Profitable",2014-11-27,34,0.107407407407407,"Low","Consumer"
"Magdelene Morse",1455,31,47,"C",21224.08,4380.73,0.206403764026521,"Profitable",2014-12-27,4,0.0742727272727273,"Low","Consumer"
"Marc Crier",1256,38,33,"A",15981.09,2113.48,0.132248801552335,"Profitable",2014-11-17,44,0.127304347826087,"Low","Consumer"
"Marc Harrigan",1402,28,50,"D",15404.04,2316.01,0.150350817058382,"Profitable",2014-11-24,37,0.0739375,"Low","Home Office"
"Maria Bertelson",1240,35,35,"B",21603.93,4622.35,0.213958756578086,"Profitable",2014-12-30,1,0.1257,"Low","Consumer"
"Maria Etezadi",1449,40,36,"A",26247.22,3418.56,0.130244650671576,"Profitable",2014-12-26,5,0.130952380952381,"Low","Home Office"
"Maria Zettner",1335,29,46,"C",17958.16,2254.5,0.125541814974363,"Profitable",2014-12-10,21,0.113962264150943,"Low","Home Office"
"Maribeth Dona",1284,34,38,"B",17829.53,1230.63,0.0690220101146805,"Profitable",2014-12-05,26,0.166228571428571,"High","Consumer"
"Maribeth Schnelling",1449,38,38,"A",21682.55,3529.34,0.162773290041992,"Profitable",2014-12-26,5,0.109113924050633,"Low","Consumer"
"Maribeth Yedwab",1307,32,41,"C",16469.72,3559.51,0.2161244999915,"Profitable",2014-12-02,29,0.212714285714286,"High","Corporate"
"Marina Lichtenstein",1415,32,44,"C",15556.48,1284.23,0.0825527368659234,"Profitable",2014-12-31,0,0.089859649122807,"Low","Corporate"
"Maris LaWare",1123,32,35,"C",15174.84,1154.14,0.0760561561110364,"Profitable",2014-11-28,33,0.175,"High","Consumer"
"Mark Cousins",1358,35,39,"B",16545.26,2851.26,0.172330927407608,"Profitable",2014-12-08,23,0.197675675675676,"High","Corporate"
"Mark Haberlin",1417,33,43,"B",11302.83,1552.01,0.137311629034498,"Profitable",2014-12-23,8,0.0694520547945205,"Low","Corporate"
"Mark Hamilton",1337,37,36,"A",14721.65,527.05,0.0358010141526256,"Profitable",2014-11-07,54,0.142375,"High","Consumer"
"Mark Packer",1367,30,46,"C",12986.91,2172.98,0.16732078685384,"Profitable",2014-12-26,5,0.133153846153846,"Low","Home Office"
"Mark Van Huff",1424,32,44,"C",11515.9,1810.64,0.157229569551663,"Profitable",2014-12-15,16,0.14280701754386,"High","Consumer"
"Mary O'Rourke",1384,27,51,"D",11125.28,519.01,0.0466514101218127,"Profitable",2014-11-25,36,0.181649122807018,"High","Consumer"
"Mary Zewe",1377,34,40,"B",16577.14,1883.04,0.113592573869799,"Profitable",2014-12-08,23,0.172363636363636,"High","Corporate"
"MaryBeth Skach",1271,32,40,"C",14791.85,1987.38,0.134356419244381,"Profitable",2014-12-16,15,0.194349206349206,"High","Consumer"
"Mathew Reese",1155,28,41,"D",21571.95,3711.23,0.172039616260931,"Profitable",2014-09-25,97,0.045921052631579,"Low","Home Office"
"Matt Abelman",1378,27,51,"D",12441.96,519.9,0.0417860208520201,"Profitable",2014-10-28,64,0.192341463414634,"High","Home Office"
"Matt Collins",1225,40,31,"A",17900.84,1749.35,0.0977244643268137,"Profitable",2014-12-22,9,0.167946666666667,"High","Consumer"
"Matt Collister",1293,28,46,"D",11672.9,1907.19,0.163386133694283,"Profitable",2014-11-10,51,0.0891636363636364,"Low","Corporate"
"Matt Connell",1334,28,48,"D",13227.61,1366.97,0.103342175948641,"Profitable",2014-11-12,49,0.119689655172414,"Low","Corporate"
"Matt Hagelstein",1391,25,56,"D",12217.98,274.89,0.0224988091321151,"Profitable",2014-12-08,23,0.181266666666667,"High","Corporate"
"Matthew Clasen",1372,38,36,"A",21808.8,3643.29,0.167055959062397,"Profitable",2014-12-26,5,0.0685,"Low","Corporate"
"Matthew Grinstein",1221,22,56,"D",13018.98,2205.32,0.169392686677451,"Profitable",2014-12-12,19,0.0676862745098039,"Low","Home Office"
"Maureen Fritzler",1343,31,43,"C",13528.44,1420.89,0.105029848230838,"Profitable",2014-11-13,48,0.136285714285714,"Low","Corporate"
"Maureen Gastineau",1226,37,33,"A",20360.12,741.19,0.0364040094066243,"Profitable",2014-11-25,36,0.25144578313253,"High","Home Office"
"Maureen Gnade",1395,32,44,"C",18326.22,845.7,0.046146995943517,"Profitable",2014-12-31,0,0.194189189189189,"High","Consumer"
"Maurice Satty",1365,32,43,"C",10030.09,1152.74,0.114928181103061,"Profitable",2014-12-02,29,0.123803278688525,"Low","Consumer"
"Max Engle",1354,39,35,"A",9923.76,673.26,0.0678432368376502,"Profitable",2014-12-20,11,0.133194444444444,"Low","Consumer"
"Max Jones",1323,30,44,"C",16484.55,2437.63,0.147873614991007,"Profitable",2014-12-10,21,0.221766666666667,"High","Consumer"
"Max Ludwig",1426,35,41,"B",15533.6,1837.76,0.118308698563115,"Profitable",2014-12-30,1,0.112857142857143,"Low","Home Office"
"Maxwell Schwartz",1289,41,31,"A",17921.5,2851.79,0.15912674720308,"Profitable",2014-11-27,34,0.12441095890411,"Low","Consumer"
"Maya Herman",1457,35,42,"B",13590.97,1470.53,0.108199046867148,"Profitable",2014-12-31,0,0.0808709677419355,"Low","Corporate"
"Meg O'Connel",1414,33,43,"B",18003.39,3104.09,0.172416972581275,"Profitable",2014-12-25,6,0.103793103448276,"Low","Home Office"
"Meg Tillman",1324,31,43,"C",15346.11,793.41,0.0517010499729247,"Profitable",2014-11-12,49,0.15135593220339,"High","Consumer"
"Melanie Seite",1447,34,43,"B",16106.3,2060.28,0.127917647131868,"Profitable",2014-12-27,4,0.178,"High","Consumer"
"Michael Chen",1274,34,37,"B",15939.61,1213.01,0.0761003562822428,"Profitable",2014-12-30,1,0.138676923076923,"High","Consumer"
"Michael Dominguez",1407,33,43,"B",22429.16,3772.4,0.168191764649233,"Profitable",2014-11-25,36,0.118847457627119,"Low","Corporate"
"Michael Grace",1401,32,44,"C",14533.01,-117.61,-0.00809261123469949,"Unprofitable",2014-12-26,5,0.162491803278689,"High","Home Office"
"Michael Granlund",1451,30,48,"C",13181.38,-999.78,-0.0758479005991785,"Unprofitable",2014-12-26,5,0.233650793650794,"High","Home Office"
"Michael Kennedy",1421,42,34,"A",14447.4,-210.64,-0.0145797859822529,"Unprofitable",2014-12-10,21,0.230405405405405,"High","Corporate"
"Michael Moore",1440,39,37,"A",21733.68,2058.91,0.0947336116111031,"Profitable",2014-12-24,7,0.11474358974359,"Low","Consumer"
"Michael Nguyen",1405,26,54,"D",15046.26,1392.17,0.092525983201141,"Profitable",2014-12-23,8,0.228581818181818,"High","Consumer"
"Michael Oakman",1226,17,72,"D",5460.58,286.26,0.0524230026846965,"Profitable",2014-12-25,6,0.13448275862069,"Low","Consumer"
"Michael Paige",1412,45,31,"A",17795.59,1632.69,0.0917468878525522,"Profitable",2014-12-04,27,0.186489361702128,"High","Corporate"
"Michael Stewart",1375,32,43,"C",17865.22,1247.35,0.0698200190090018,"Profitable",2014-12-25,6,0.167792207792208,"High","Corporate"
"Michelle Arnett",1425,33,43,"B",11934.46,1102.68,0.0923946286635508,"Profitable",2014-12-15,16,0.119525423728814,"Low","Home Office"
"Michelle Ellison",1378,27,51,"D",10708.13,655.22,0.0611890217993244,"Profitable",2014-11-19,42,0.101061224489796,"Low","Corporate"
"Michelle Huthwaite",1314,28,47,"D",12849.13,861.18,0.0670224365385049,"Profitable",2014-12-17,14,0.131,"Low","Consumer"
"Michelle Lonsdale",1405,25,56,"D",10368.49,1962.84,0.189308182772998,"Profitable",2014-12-24,7,0.117446808510638,"Low","Corporate"
"Michelle Moray",1376,33,42,"B",13088.5,1262.78,0.0964801161324827,"Profitable",2014-12-16,15,0.166666666666667,"High","Consumer"
"Michelle Tran",1176,30,39,"C",17772.32,-1788.04,-0.100608136697966,"Unprofitable",2014-08-26,127,0.210147058823529,"High","Home Office"
"Mick Brown",1444,37,39,"A",16447.74,2595.96,0.157830802286515,"Profitable",2014-12-20,11,0.163464788732394,"High","Consumer"
"Mick Crebagga",1405,33,43,"B",12013.09,336.15,0.0279819763274894,"Profitable",2014-11-20,41,0.141774193548387,"High","Consumer"
"Mick Hernandez",1238,32,39,"C",13277.81,1488.19,0.112080983234434,"Profitable",2014-12-26,5,0.135164179104478,"Low","Home Office"
"Mike Caudle",1258,28,45,"D",9359.05,796.63,0.0851186819175023,"Profitable",2014-11-10,51,0.0954385964912281,"Low","Corporate"
"Mike Gockenbach",1371,26,53,"D",23377.07,6458.68,0.276282699243318,"Profitable",2014-12-29,2,0.199411764705882,"High","Consumer"
"Mike Kennedy",1383,30,46,"C",12740.38,758.6,0.0595429649665081,"Profitable",2014-12-09,22,0.16719512195122,"High","Consumer"
"Mike Pelletier",1358,42,32,"A",24214.43,532.6,0.0219951491734474,"Profitable",2014-12-15,16,0.150365853658537,"High","Home Office"
"Mike Vittorini",1423,38,37,"A",19572.08,1360.04,0.0694887819792275,"Profitable",2014-12-24,7,0.129870967741935,"Low","Consumer"
"Mitch Gastineau",1406,33,43,"B",18011.84,1822.44,0.101180112637021,"Profitable",2014-12-30,1,0.119882352941176,"Low","Corporate"
"Mitch Webber",1420,33,43,"B",23068.58,4086.54,0.177147444706176,"Profitable",2014-12-14,17,0.167837837837838,"High","Consumer"
"Mitch Willingham",1399,30,47,"C",19003.83,145.51,0.0076568775873074,"Profitable",2014-12-31,0,0.172272727272727,"High","Corporate"
"Monica Federle",1302,37,35,"A",21942.85,2573.34,0.117274647550341,"Profitable",2014-12-24,7,0.100720930232558,"Low","Corporate"
"Muhammed Lee",1296,35,37,"B",15844.72,2314.36,0.146065061421092,"Profitable",2014-12-23,8,0.0844225352112676,"Low","Consumer"
"Muhammed MacIntyre",1428,35,41,"B",10721,2166.47,0.20207723160153,"Profitable",2014-12-19,12,0.100909090909091,"Low","Corporate"
"Muhammed Yedwab",1447,38,38,"A",29642.66,2642.65,0.089150231456961,"Profitable",2014-12-31,0,0.154833333333333,"High","Corporate"
"Nancy Lomonaco",1328,27,49,"D",10838.65,-566.93,-0.052306329662827,"Unprofitable",2014-12-06,25,0.168604651162791,"High","Home Office"
"Naresj Patel",1394,32,44,"C",13115.18,1804.33,0.137575694729314,"Profitable",2014-12-30,1,0.116923076923077,"Low","Consumer"
"Nat Carroll",1430,30,48,"C",16613.31,-460.88,-0.0277416119966461,"Unprofitable",2014-12-26,5,0.0915,"Low","Consumer"
"Nat Gilpin",1410,28,50,"D",12009.2,2806.44,0.233690837024948,"Profitable",2014-11-13,48,0.0735454545454546,"Low","Corporate"
"Natalie DeCherney",1435,28,51,"D",13703.38,2620.28,0.191214138409648,"Profitable",2014-12-19,12,0.110380952380952,"Low","Consumer"
"Natalie Fritzler",1417,39,36,"A",31781.26,1542.82,0.0485449601431787,"Profitable",2014-12-30,1,0.179473684210526,"High","Consumer"
"Natalie Webber",1306,32,41,"C",22373.57,3821.54,0.170806000115315,"Profitable",2014-09-05,117,0.186126582278481,"High","Consumer"
"Nathan Cano",1299,24,54,"D",10759.22,-724.99,-0.0673831374393311,"Unprofitable",2014-11-22,39,0.192040816326531,"High","Consumer"
"Nathan Gelder",1353,36,38,"A",22720.24,4211.22,0.185351035024278,"Profitable",2014-12-13,18,0.0872923076923077,"Low","Consumer"
"Nathan Mautz",1405,40,35,"A",24276.96,5789.12,0.238461487764531,"Profitable",2014-12-01,30,0.062,"Low","Home Office"
"Neil Ducich",1418,31,46,"C",14784.42,3168.85,0.214337119751739,"Profitable",2014-12-26,5,0.100912280701754,"Low","Corporate"
"Neil Französisch",1382,28,49,"D",12649.92,2920.06,0.23083624244264,"Profitable",2014-12-25,6,0.137129032258065,"Low","Home Office"
"Neil Knudson",1277,27,47,"D",13878.54,3040.53,0.219081401934209,"Profitable",2014-12-05,26,0.0873333333333333,"Low","Home Office"
"Neola Schneider",1428,30,48,"C",15797.14,-687.44,-0.0435167378398875,"Unprofitable",2014-12-25,6,0.224693333333333,"High","Consumer"
"Neoma Murray",1372,27,51,"D",13869.14,3142.7,0.226596602240658,"Profitable",2014-12-12,19,0.142037037037037,"High","Consumer"
"Nick Crebassa",1360,29,47,"C",12305.25,1335.38,0.108521159667622,"Profitable",2014-12-25,6,0.193,"High","Corporate"
"Nick Radford",1301,32,41,"C",12891.9,1669.97,0.129536375553642,"Profitable",2014-12-29,2,0.156205882352941,"High","Consumer"
"Nick Zandusky",1224,29,42,"C",20270.28,2091.28,0.103169763811847,"Profitable",2014-10-07,85,0.097,"Low","Home Office"
"Nicole Brennan",855,17,50,"D",5935.08,-691.43,-0.116498850900072,"Unprofitable",2013-10-29,428,0.279096774193548,"High","Corporate"
"Nicole Fjeld",1442,27,53,"D",12267.24,1371.55,0.111805915593076,"Profitable",2014-12-20,11,0.14306976744186,"High","Home Office"
"Nicole Hansen",1395,27,52,"D",21303.45,4075.46,0.191305164187021,"Profitable",2014-12-26,5,0.128611111111111,"Low","Corporate"
"Noah Childs",1324,31,43,"C",17343.84,2262.91,0.130473413038866,"Profitable",2014-12-11,20,0.0890169491525424,"Low","Corporate"
"Noel Staavos",1249,44,28,"A",16637.52,818.72,0.049209257148902,"Profitable",2014-11-25,36,0.196195652173913,"High","Corporate"
"Nona Balk",1413,26,54,"D",10081.82,1453.4,0.14416047896114,"Profitable",2014-12-12,19,0.116078431372549,"Low","Corporate"
"Nora Paige",1102,24,46,"D",15710.88,3035.66,0.193220239731956,"Profitable",2014-11-03,58,0.0525416666666667,"Low","Consumer"
"Nora Pelletier",1381,33,42,"B",16358.28,1559.03,0.0953052521414232,"Profitable",2014-12-17,14,0.118545454545455,"Low","Home Office"
"Nora Preis",1185,32,37,"C",15917.06,375.55,0.0235941813375083,"Profitable",2014-12-03,28,0.208548387096774,"High","Consumer"
"Odella Nelson",1367,38,36,"A",19271.71,2783.31,0.14442465147099,"Profitable",2014-11-14,47,0.135027027027027,"Low","Corporate"
"Olvera Toch",1163,36,32,"A",19758.82,1831,0.0926674771064264,"Profitable",2014-11-28,33,0.143342465753425,"High","Consumer"
"Pamela Coakley",1367,25,55,"D",11940.06,-420.1,-0.0351840778019541,"Unprofitable",2014-12-29,2,0.163791666666667,"High","Corporate"
"Pamela Stobb",1302,32,41,"C",17632.75,1293.11,0.0733356963604656,"Profitable",2014-12-02,29,0.182121212121212,"High","Consumer"
"Parhena Norris",1225,38,32,"A",12892.58,2205.46,0.171064286589651,"Profitable",2014-12-16,15,0.0892068965517241,"Low","Home Office"
"Patricia Hirasaki",1351,25,54,"D",11182.41,2743.63,0.245352298833615,"Profitable",2014-11-04,57,0.110243902439024,"Low","Home Office"
"Patrick Bzostek",1253,27,46,"D",14863.07,1743.08,0.117275905987121,"Profitable",2014-12-23,8,0.151645161290323,"High","Home Office"
"Patrick Gardner",1422,41,35,"A",16482.5,1975.19,0.119835583194297,"Profitable",2014-12-11,20,0.125769230769231,"Low","Consumer"
"Patrick Jones",1297,23,56,"D",14440.91,4019.13,0.278315563215892,"Profitable",2014-11-22,39,0.206666666666667,"High","Corporate"
"Patrick O'Brill",1431,44,33,"A",26707.46,3778.36,0.141472083080907,"Profitable",2014-12-27,4,0.141372549019608,"High","Consumer"
